sale_id,sale_ts,customer_id,product_id,qty,price,discount
10819,2023-01-22 14:56:09,1381,164,5,24.46,
10820,2023-06-17 14:01:11,188,120,2,186.20,0.29
10821,2023-11-05 11:09:28,1246,394,5,26.11,0.06
10822,2023-12-01 01:49:24,386,172,2,158.38,0.17
10823,2023-02-18 20:08:47,1437,197,2,116.18,0.26
10824,2023-01-08 20:54:50,695,450,3,150.52,0.09
10825,2023-07-04 13:07:55,1571,436,4,358.35,0.06
10826,2023-05-24 11:34:10,719,303,2,174.12,0.09
10827,2023-07-09 15:15:16,983,299,3,81.61,0.05
10828,2023-11-03 13:48:28,1264,217,1,124.02,
10829,2023-02-16 05:35:44,242,391,1,230.16,
10830,2023-08-31 20:53:55,437,97,4,17.73,0.08
10831,2023-08-25 04:47:23,1581,315,3,326.57,0.18
10832,2023-08-14 20:01:39,1710,247,2,305.69,
10833,2023-02-27 23:54:50,1408,130,4,31.84,0.24
10834,2023-08-28 11:29:21,463,157,1,404.67,0.15
10835,2023-03-09 13:18:54,1943,334,1,,0.13
10836,2023-10-07 17:35:20,1031,245,5,38.27,0.26
10837,2023-12-07 17:54:38,533,76,4,112.26,
10838,2023-08-28 22:19:53,1360,316,4,,0.26
10839,2023-07-09 12:46:52,1221,283,1,146.43,0.28
10840,2023-03-18 15:49:37,1270,411,2,169.62,0.28
10841,2023-10-14 00:17:15,832,416,2,312.87,0.21
10842,2023-06-12 09:55:43,751,176,3,432.01,0.15
10843,2023-10-25 13:23:48,652,497,5,288.32,0.05
10844,2023-08-14 00:34:49,715,362,5,321.14,0.27
10845,2023-07-01 14:40:12,1243,331,4,497.33,0.10
10846,2023-05-31 08:01:14,1980,157,4,153.39,0.07
10847,2023-09-05 21:03:53,1561,461,1,255.04,0.27
10848,2023-08-08 19:41:40,1460,139,5,259.19,0.28
10849,2023-10-25 03:34:37,1721,204,4,64.78,0.21
10850,2023-12-25 05:15:06,1526,388,5,154.66,
10851,2023-04-21 12:15:15,512,402,1,389.43,0.21
10852,2023-08-28 17:50:01,530,444,5,31.32,0.21
10853,2023-08-22 13:54:50,892,327,4,231.14,
10854,2023-03-27 08:15:56,49,47,1,304.06,0.01
10855,2023-05-23 11:30:58,1631,470,1,381.24,
10856,2023-06-07 00:00:13,609,67,1,117.85,
10857,2023-08-23 05:52:09,622,205,3,155.23,
10858,2023-10-28 15:11:25,1827,476,1,271.46,0.24
10859,2023-01-15 14:30:27,120,297,4,90.50,0.12
10860,2023-06-19 12:15:15,1848,1,3,413.69,
10861,2023-12-09 19:23:01,1933,360,1,226.45,0.18
10862,2023-03-01 23:55:35,8,442,1,7.04,
10863,2023-05-24 16:38:54,1862,45,5,153.01,0.01
10864,2023-09-24 10:16:34,764,448,5,256.09,0.15
10865,2023-02-05 06:44:00,1438,168,1,331.64,0.14
10866,2023-09-17 04:27:12,1653,207,1,217.75,0.01
10867,2023-08-15 06:53:55,717,192,1,271.24,
10868,2023-10-16 16:56:43,284,330,3,262.58,0.14
10869,2023-01-23 06:19:28,1236,283,2,424.38,0.17
10870,2023-12-25 16:15:09,1601,291,5,35.66,0.24
10871,2023-01-13 18:07:28,942,463,5,82.83,
10872,2023-03-10 21:36:36,1913,118,1,234.53,0.16
10873,2023-11-14 05:14:33,1695,129,4,202.08,0.19
10874,2023-04-07 04:31:05,1631,428,1,318.02,0.22
10875,2023-10-05 14:05:03,1789,166,1,126.53,0.18
10876,2023-01-10 10:20:28,1011,117,1,187.12,0.08
10877,2023-07-21 09:21:08,149,157,2,65.51,0.07
10878,2023-12-16 02:52:31,816,267,1,274.77,0.21
10879,2023-01-13 16:13:01,808,44,5,211.21,0.16
10880,2023-05-26 01:17:17,341,79,3,384.35,0.18
10881,2023-07-17 20:04:05,1781,122,2,378.94,0.08
10882,2023-06-21 03:10:55,968,24,4,354.69,0.19
10883,2023-12-03 07:43:42,1782,317,3,343.17,0.01
10884,2023-05-30 14:59:40,971,337,3,262.55,0.06
10885,2023-02-11 11:16:05,175,110,3,,0.09
10886,2023-12-27 21:38:47,614,116,3,496.51,0.00
10887,2023-12-20 12:21:53,1059,135,5,281.89,0.26
10888,2023-09-28 10:25:12,861,465,5,11.38,0.21
10889,2023-03-12 05:36:48,1362,456,5,154.14,0.19
10890,2023-03-14 08:09:35,389,161,4,471.48,0.19
10891,2023-11-16 12:03:03,1221,17,3,477.04,0.27
10892,2023-09-25 09:55:48,771,306,1,,0.12
10893,2023-08-28 03:28:57,584,56,5,476.56,0.25
10894,2023-02-25 15:51:02,138,191,2,97.52,0.22
10895,2023-07-20 10:13:22,1514,378,1,355.31,0.20
10896,2023-10-25 23:51:34,475,382,4,,0.18
10897,2023-01-20 10:53:12,1735,169,5,51.68,0.28
10898,2023-02-04 23:53:38,846,179,2,337.08,0.14
10899,2023-03-27 13:13:22,1875,319,3,35.20,0.06
10900,2023-10-31 10:32:46,1855,68,3,334.58,
10901,2023-03-03 04:49:57,1430,165,1,206.32,0.21
10902,2023-10-26 20:43:46,12,322,1,56.62,0.00
10903,2023-10-05 11:02:04,1938,55,4,110.70,0.04
10904,2023-04-28 14:08:27,1731,104,1,81.54,0.25
10905,2023-01-14 04:29:37,872,478,2,422.68,0.00
10906,2023-09-09 15:30:35,211,353,1,465.74,0.00
10907,2023-05-01 11:46:02,825,175,4,274.13,0.24
10908,2023-10-21 21:21:05,325,306,1,,0.04
10909,2023-08-05 21:50:56,138,278,4,25.66,0.30
10910,2023-10-11 04:50:01,938,397,3,,0.09
10911,2023-01-25 03:05:30,1637,7,4,,0.09
10912,2023-11-30 20:24:31,511,441,1,191.04,0.12
10913,2023-05-10 09:29:37,384,481,2,227.55,0.17
10914,2023-08-03 18:25:53,709,116,5,218.72,0.14
10915,2023-05-11 17:34:22,1959,170,1,429.42,0.05
10916,2023-11-05 21:12:16,1274,438,4,284.77,0.13
10917,2023-06-22 12:09:49,122,199,1,74.31,
10918,2023-09-25 08:35:53,17,310,3,99.14,0.02
10919,2023-09-22 15:13:14,1678,400,2,327.51,0.21
10920,2023-01-16 05:01:12,1462,411,5,485.66,0.23
10921,2023-12-24 06:19:40,1199,98,5,125.14,
10922,2023-12-12 21:15:46,163,32,4,307.50,0.04
10923,2023-11-19 12:45:00,891,454,3,102.79,
10924,2023-06-03 21:14:54,1770,252,4,416.21,0.19
10925,2023-11-05 10:22:30,215,451,4,155.41,0.20
10926,2023-07-10 03:18:39,1250,162,4,464.60,0.23
10927,2023-10-23 09:10:00,501,486,4,320.38,0.07
10928,2023-04-14 13:40:13,1465,155,1,111.99,0.13
10929,2023-07-16 18:00:29,1091,246,1,51.32,0.11
10930,2023-04-26 00:31:16,1960,6,2,448.36,
10931,2023-07-17 06:05:01,622,40,5,243.49,0.26
10932,2023-05-23 05:04:39,1564,121,4,322.67,0.05
10933,2023-05-14 01:58:12,751,400,3,19.32,0.26
10934,2023-07-30 09:02:52,509,380,2,302.15,0.19
10935,2023-12-26 12:01:00,559,309,4,293.50,0.21
10936,2023-05-30 21:21:49,164,55,5,33.48,0.30
10937,2023-02-09 07:51:02,980,252,2,60.95,0.29
10938,2023-02-13 19:49:17,222,289,3,481.94,
10939,2023-01-26 14:50:47,1942,443,4,101.38,0.24
10940,2023-10-12 18:50:59,1190,166,4,211.88,0.16
10941,2023-07-14 02:53:44,210,366,2,425.15,0.27
10942,2023-02-09 20:56:13,238,20,2,106.83,0.01
10943,2023-12-01 12:38:51,887,4,5,80.15,0.24
10944,2023-05-18 14:03:19,1181,184,2,267.78,0.28
10945,2023-10-25 23:37:15,651,283,4,48.20,0.25
10946,2023-10-30 23:02:44,1404,282,1,382.28,
10947,2023-11-03 22:41:22,1135,284,2,421.76,0.19
10948,2023-03-31 16:43:56,1444,196,2,217.67,0.20
10949,2023-07-31 17:09:42,693,304,3,194.59,0.05
10950,2023-06-17 20:10:23,1907,156,2,327.86,0.27
10951,2023-08-04 11:41:32,589,310,4,60.33,0.04
10952,2023-11-16 20:03:58,1732,316,5,357.53,0.16
10953,2023-12-08 02:37:23,1958,303,4,182.01,0.28
10954,2023-05-24 10:33:51,129,182,1,422.11,0.10
10955,2023-08-14 08:01:12,1726,111,3,370.32,0.10
10956,2023-09-23 07:32:06,84,423,5,133.85,0.17
10957,2023-01-31 00:18:13,1669,84,5,466.67,0.08
10958,2023-10-14 10:59:15,168,489,2,418.19,0.20
10959,2023-08-30 10:01:12,9,406,5,425.37,0.06
10960,2023-11-23 00:15:19,1358,323,1,335.99,0.09
10961,2023-01-25 05:21:14,1709,322,3,99.14,0.17
10962,2023-10-04 02:09:27,334,310,3,207.56,0.25
10963,2023-05-08 04:53:32,1859,248,3,158.96,0.30
10964,2023-04-05 17:58:44,527,415,1,351.53,0.22
10965,2023-11-07 18:12:47,459,223,3,283.65,0.30
10966,2023-07-02 11:37:29,839,127,2,283.32,0.07
10967,2023-08-07 20:03:57,581,430,4,227.47,
10968,2023-01-28 00:16:34,1822,241,1,109.61,0.19
10969,2023-09-13 06:49:13,409,37,5,209.56,0.15
10970,2023-03-12 18:44:59,1472,119,5,59.17,
10971,2023-04-29 15:17:23,1331,368,1,454.46,0.18
10972,2023-09-19 18:07:40,1139,250,4,414.52,0.16
10973,2023-07-11 21:36:55,408,90,3,149.11,0.29
10974,2023-12-09 13:28:33,1028,25,2,157.83,0.05
10975,2023-08-07 14:50:56,1983,166,3,117.13,0.19
10976,2023-03-21 19:17:50,730,363,5,383.58,0.27
10977,2023-10-25 14:12:47,821,210,4,316.57,0.04
10978,2023-11-19 07:15:37,1376,175,1,222.07,0.17
10979,2023-08-19 22:44:36,1633,397,4,459.96,0.17
10980,2023-01-10 06:11:42,70,239,4,376.31,
10981,2023-08-03 12:04:51,283,317,1,484.62,0.10
10982,2023-03-13 13:36:08,1185,423,2,476.29,
10983,2023-02-13 04:23:25,1414,419,5,491.19,0.06
10984,2023-11-16 15:59:34,875,239,4,146.01,0.20
10985,2023-11-01 05:54:49,588,389,1,24.09,
10986,2023-09-05 08:35:32,358,312,4,332.32,0.05
10987,2023-02-21 15:37:59,1516,16,4,487.52,
10988,2023-07-23 14:21:48,1074,364,5,142.08,0.28
10989,2023-01-29 04:38:52,1516,53,5,74.47,0.25
10990,2023-08-29 19:05:22,1460,461,5,337.75,0.15
10991,2023-10-22 00:00:26,1937,177,2,,
10992,2023-03-29 21:20:54,198,456,4,339.07,
10993,2023-08-01 16:41:50,1510,258,1,126.98,0.01
10994,2023-03-04 03:33:16,1390,432,1,104.76,0.26
10995,2023-09-21 09:20:01,1011,190,3,75.96,0.02
10996,2023-12-04 07:57:48,1826,229,5,105.75,0.20
10997,2023-12-11 16:54:26,1978,387,5,306.02,0.10
10998,2023-09-01 21:34:54,793,223,4,343.87,
10999,2023-06-02 16:57:06,1124,85,4,349.64,0.12
11000,2023-05-08 07:10:31,1540,240,3,431.09,
11001,2023-10-19 03:33:07,1048,106,4,32.57,0.05
11002,2023-10-01 15:48:19,995,139,3,66.49,0.09
11003,2023-02-09 16:39:54,965,250,5,265.74,0.08
11004,2023-10-03 15:01:54,1975,323,2,138.64,0.13
11005,2023-10-01 12:47:29,842,249,3,470.73,
11006,2023-12-15 17:04:36,1297,447,2,417.98,
11007,2023-10-02 03:08:20,1699,328,3,5.40,0.30
11008,2023-03-13 21:36:47,194,460,1,349.01,0.06
11009,2023-05-27 12:23:32,1438,39,1,400.77,0.16
11010,2023-01-03 18:16:22,397,412,5,46.00,0.30
11011,2023-03-03 11:52:55,207,380,5,226.17,0.29
11012,2023-05-29 08:33:03,432,203,1,316.31,0.09
11013,2023-09-08 04:11:54,1918,363,2,264.52,0.29
11014,2023-11-05 22:47:59,1871,311,5,198.32,0.15
11015,2023-04-01 09:59:29,1015,412,2,66.91,0.29
11016,2023-08-11 16:59:39,434,124,3,367.21,0.24
11017,2023-02-21 00:34:39,957,176,5,460.86,0.06
11018,2023-08-02 02:43:50,1513,255,2,334.21,0.04
11019,2023-10-22 13:37:21,158,394,2,108.96,0.29
11020,2023-08-19 04:43:44,933,444,1,57.58,0.09
11021,2023-11-27 17:43:27,1666,242,5,119.13,0.21
11022,2023-03-02 07:50:41,594,349,3,405.97,
11023,2023-05-14 14:49:56,1866,427,5,451.31,0.26
11024,2023-04-26 16:07:27,1832,473,1,70.14,0.30
11025,2023-02-17 01:43:56,123,81,2,325.64,0.03
11026,2023-08-18 22:05:47,1207,499,4,417.82,0.15
11027,2023-08-08 21:58:14,1303,261,4,344.14,0.09
11028,2023-04-14 17:46:48,361,115,4,227.21,0.07
11029,2023-08-08 15:19:53,76,284,4,318.34,0.16
11030,2023-05-09 08:09:40,1156,426,2,381.79,0.21
11031,2023-12-08 12:58:06,537,186,3,274.04,0.19
11032,2023-10-09 23:41:29,530,428,1,51.55,0.27
11033,2023-02-19 00:59:29,1426,373,5,390.78,0.27
11034,2023-08-10 18:23:22,1267,301,2,159.08,0.18
11035,2023-08-29 05:24:29,549,73,1,426.63,0.11
11036,2023-12-23 12:17:22,1746,332,2,257.27,0.15
11037,2023-09-19 04:44:12,1954,428,1,330.35,
11038,2023-09-14 04:10:36,436,129,3,,0.25
11039,2023-01-25 21:43:06,1267,79,5,47.68,0.20
11040,2023-06-21 15:04:42,1374,131,5,,0.20
11041,2023-11-06 08:37:06,1029,343,4,290.14,0.19
11042,2023-08-29 00:04:42,715,426,1,391.47,0.14
11043,2023-04-19 20:54:21,724,415,5,235.34,0.10
11044,2023-04-19 15:41:46,1020,3,3,302.49,0.08
11045,2023-10-14 02:56:15,237,25,1,86.78,
11046,2023-12-12 03:00:48,379,201,1,211.40,0.28
11047,2023-01-01 04:52:05,1244,101,1,11.73,0.23
11048,2023-09-28 05:56:45,379,382,1,180.79,0.11
11049,2023-01-14 04:43:08,1814,284,5,41.60,0.29
11050,2023-05-08 08:57:17,1334,401,5,273.51,0.20
11051,2023-09-06 20:26:54,1330,481,4,196.74,0.02
11052,2023-07-01 21:00:58,472,3,5,340.71,0.02
11053,2023-05-24 14:19:47,40,49,5,484.96,0.26
11054,2023-06-23 01:59:43,1320,439,4,83.59,0.24
11055,2023-04-14 11:31:22,436,53,4,,
11056,2023-06-13 01:42:31,859,357,5,262.68,0.12
11057,2023-02-20 12:45:38,713,78,2,463.99,
11058,2023-09-05 10:03:00,1427,328,1,76.72,0.23
11059,2023-08-28 15:12:18,1578,252,3,301.21,0.09
11060,2023-09-10 03:05:05,846,394,5,419.24,0.14
11061,2023-03-19 06:01:45,1855,280,1,121.47,
11062,2023-01-13 18:10:59,1070,1,4,68.11,0.26
11063,2023-12-07 13:38:28,880,391,2,465.18,
11064,2023-02-12 04:11:29,1433,258,2,233.72,0.18
11065,2023-02-16 09:39:36,1687,263,5,,0.29
11066,2023-06-22 18:40:13,404,431,4,152.10,0.20
11067,2023-01-09 10:11:30,594,432,2,97.51,0.29
11068,2023-09-21 08:32:30,1688,181,2,374.46,0.02
11069,2023-12-02 06:13:34,1112,476,4,82.69,0.21
11070,2023-03-26 19:00:18,742,118,3,91.58,0.13
11071,2023-04-20 06:14:47,1450,447,1,310.44,0.01
11072,2023-02-06 18:01:03,1741,327,2,122.74,0.07
11073,2023-10-30 23:44:04,175,22,1,335.65,0.21
11074,2023-11-20 15:49:19,939,57,2,448.74,0.13
11075,2023-04-22 23:43:42,351,116,1,251.43,0.24
11076,2023-03-20 03:46:58,69,224,2,417.08,0.05
11077,2023-04-30 21:22:53,926,475,3,485.61,0.15
11078,2023-09-24 13:40:29,316,200,3,208.84,
11079,2023-05-08 01:00:57,864,85,3,255.38,0.25
11080,2023-03-19 08:31:26,1075,152,2,238.75,0.13
11081,2023-10-30 23:21:40,1538,243,2,352.90,0.17
11082,2023-06-25 23:50:02,1317,25,3,313.03,0.19
11083,2023-07-13 18:26:16,782,284,4,31.40,0.20
11084,2023-07-01 00:56:22,1492,372,4,471.35,0.16
11085,2023-04-26 07:06:19,358,493,5,42.66,0.01
11086,2023-08-28 20:47:34,148,486,3,7.54,0.18
11087,2023-08-01 15:14:05,758,282,1,216.12,0.06
11088,2023-03-20 12:21:02,52,303,3,477.04,
11089,2023-07-26 07:01:52,586,234,2,175.94,0.20
11090,2023-08-21 01:59:31,634,346,2,235.84,0.12
11091,2023-02-25 22:34:29,1889,208,1,95.96,0.19
11092,2023-06-05 03:17:20,259,272,4,327.11,0.14
11093,2023-11-06 22:35:25,1630,136,3,276.93,0.01
11094,2023-09-17 07:21:29,1802,280,1,453.73,0.25
11095,2023-03-04 10:51:37,1697,225,5,20.74,0.26
11096,2023-10-27 15:30:58,1186,362,2,443.52,0.01
11097,2023-09-26 20:24:53,77,73,2,334.95,0.04
11098,2023-11-11 18:03:39,337,297,5,387.46,0.28
11099,2023-11-13 03:02:01,1979,463,4,91.69,0.18
11100,2023-04-14 21:18:06,1689,456,5,357.73,0.02
11101,2023-06-30 12:37:43,1049,191,2,250.77,0.01
11102,2023-01-26 07:39:04,1355,305,4,270.01,0.19
11103,2023-03-15 11:12:13,783,446,4,342.47,0.00
11104,2023-04-13 09:44:23,1856,40,5,181.01,0.09
11105,2023-02-25 22:58:41,113,477,3,129.47,0.08
11106,2023-08-01 04:57:09,1725,499,2,39.40,0.08
11107,2023-01-07 03:46:24,1384,39,5,132.36,0.22
11108,2023-02-08 18:08:27,833,474,1,302.07,0.05
11109,2023-01-29 04:52:01,286,384,5,447.11,0.13
11110,2023-03-30 15:41:19,962,131,1,138.03,0.28
11111,2023-08-20 13:13:45,205,72,4,29.95,0.02
11112,2023-07-30 21:22:32,1313,239,3,194.66,0.11
11113,2023-04-21 17:11:51,1528,104,2,71.35,0.15
11114,2023-11-10 05:37:38,1118,368,3,278.80,0.25
11115,2023-04-12 17:33:00,1627,490,4,395.12,0.08
11116,2023-11-27 05:35:01,1966,190,3,143.60,0.07
11117,2023-11-23 04:15:55,1164,257,5,495.68,0.00
11118,2023-05-11 21:26:38,1576,248,5,248.03,0.19
11119,2023-10-06 16:57:05,462,302,2,273.48,0.20
11120,2023-04-03 04:04:44,303,185,4,290.65,0.07
11121,2023-11-23 06:50:40,1362,308,4,136.85,0.12
11122,2023-11-09 13:30:14,1527,79,2,213.96,0.28
11123,2023-01-28 22:13:45,597,87,1,480.82,0.04
11124,2023-03-25 21:11:50,1761,132,3,490.41,
11125,2023-10-10 22:02:01,1289,95,5,499.82,0.18
11126,2023-12-22 11:14:14,820,421,5,473.49,0.23
11127,2023-09-16 05:51:38,1969,330,1,391.51,0.11
11128,2023-07-22 17:34:47,1041,72,2,66.91,
11129,2023-10-21 14:14:42,225,31,1,97.73,0.25
11130,2023-01-07 05:00:17,149,493,5,59.27,
11131,2023-11-13 00:31:47,1409,493,5,135.59,0.10
11132,2023-07-07 01:02:33,998,346,3,40.40,
11133,2023-05-10 17:55:59,257,314,1,43.63,0.24
11134,2023-12-20 15:34:15,1291,158,3,200.87,0.02
11135,2023-12-22 04:00:00,831,299,1,233.74,0.17
11136,2023-11-15 02:56:22,432,306,1,,0.19
11137,2023-10-06 07:08:42,1417,235,5,435.58,0.10
11138,2023-07-29 17:29:38,446,134,3,27.64,0.11
11139,2023-05-10 10:01:01,932,227,2,413.86,0.07
11140,2023-05-03 21:15:49,1624,338,1,359.33,0.04
11141,2023-08-02 11:33:12,430,54,5,453.25,0.29
11142,2023-04-15 12:05:40,1077,144,3,488.97,0.21
11143,2023-02-27 00:06:39,960,124,4,303.64,0.05
11144,2023-07-03 22:07:20,1812,336,3,30.38,0.21
11145,2023-07-10 16:33:16,1460,303,1,340.74,0.21
11146,2023-02-27 11:12:34,298,301,4,83.35,0.16
11147,2023-12-19 10:13:29,384,411,2,102.93,
11148,2023-12-31 18:38:59,90,92,3,473.46,0.17
11149,2023-06-10 20:43:40,856,471,5,317.64,0.13
11150,2023-10-01 19:00:31,1048,61,3,444.42,0.04
11151,2023-10-12 21:22:31,1061,265,4,448.20,0.13
11152,2023-06-16 00:54:08,1927,387,5,158.93,0.10
11153,2023-01-29 19:56:33,1105,106,1,241.42,
11154,2023-11-27 21:31:22,488,38,2,459.28,0.16
11155,2023-07-18 06:15:26,1081,48,3,268.18,0.23
11156,2023-09-16 01:50:34,1463,19,2,333.14,0.06
11157,2023-11-22 13:47:53,795,284,4,328.30,0.10
11158,2023-05-13 04:49:29,1907,316,2,320.64,
11159,2023-01-08 14:39:31,48,188,4,124.81,0.04
11160,2023-02-26 15:52:36,1113,364,1,68.62,0.26
11161,2023-10-26 22:48:38,1009,462,5,484.49,0.24
11162,2023-10-29 12:51:58,1420,294,2,70.02,0.22
11163,2023-12-10 14:07:49,1129,351,4,326.85,0.00
11164,2023-06-26 20:33:14,1035,421,2,237.50,0.27
11165,2023-04-29 00:13:17,246,419,5,339.01,0.05
11166,2023-08-30 06:03:19,1158,342,5,357.57,0.23
11167,2023-08-12 18:28:14,307,127,1,147.78,0.22
11168,2023-06-14 12:00:43,1959,321,1,326.92,0.29
11169,2023-11-23 11:32:06,1729,124,3,,0.18
11170,2023-12-03 16:48:13,1577,490,1,315.82,
11171,2023-03-26 16:09:04,474,324,2,162.72,0.12
11172,2023-08-24 20:19:46,668,147,2,38.62,0.11
11173,2023-06-28 14:17:09,577,102,3,30.86,
11174,2023-01-02 13:18:17,351,358,4,369.28,0.03
11175,2023-10-23 10:11:29,1683,428,1,20.84,0.05
11176,2023-08-30 18:04:11,1774,22,1,33.54,0.20
11177,2023-03-14 23:57:30,1083,228,5,414.54,0.18
11178,2023-07-20 12:50:48,286,328,4,378.61,0.18
11179,2023-04-02 17:48:55,1535,90,4,107.08,0.05
11180,2023-04-08 00:00:41,1163,499,5,272.70,0.03
11181,2023-02-11 14:39:52,183,395,1,371.30,0.26
11182,2023-03-01 15:48:07,1765,446,3,384.50,
11183,2023-08-16 19:02:04,291,275,1,114.26,0.09
11184,2023-06-27 07:24:31,1819,403,1,93.93,0.29
11185,2023-06-29 23:29:18,167,491,3,494.47,
11186,2023-01-06 02:45:35,273,33,2,423.38,0.03
11187,2023-11-30 12:49:28,1895,194,3,448.06,0.26
11188,2023-10-01 21:33:38,136,80,1,274.95,
11189,2023-05-10 20:32:28,489,443,5,397.72,0.19
11190,2023-03-13 15:00:31,1003,485,5,53.92,0.20
11191,2023-04-10 06:47:46,249,406,1,165.47,0.15
11192,2023-09-29 13:15:06,1816,237,5,,0.23
11193,2023-11-24 10:26:24,814,3,2,329.92,0.06
11194,2023-11-04 04:07:14,1711,433,3,93.58,
11195,2023-11-14 02:51:40,89,24,2,117.80,0.05
11196,2023-07-27 16:43:38,676,170,2,259.20,0.13
11197,2023-07-03 14:59:36,257,104,4,,0.11
11198,2023-04-10 11:25:26,604,218,2,173.05,
11199,2023-02-11 11:35:19,991,479,2,363.89,0.24
11200,2023-05-19 00:15:09,1496,23,3,291.13,0.02
11201,2023-09-20 07:08:34,1352,466,4,267.48,0.20
11202,2023-10-14 01:23:00,1718,235,3,332.93,0.11
11203,2023-10-08 13:14:44,412,29,4,153.73,0.16
11204,2023-01-13 04:17:47,1491,450,2,124.85,0.01
11205,2023-04-22 06:48:12,1967,423,1,357.67,0.11
11206,2023-01-15 10:39:44,852,422,1,69.16,0.10
11207,2023-09-04 03:05:20,175,258,5,286.93,0.10
11208,2023-05-01 02:50:19,1804,343,3,123.86,0.00
11209,2023-07-11 06:19:32,67,290,5,222.59,0.08
11210,2023-06-16 18:51:41,1416,340,4,235.80,0.25
11211,2023-11-23 07:54:32,632,362,4,82.81,0.24
11212,2023-04-25 05:15:33,45,256,3,228.99,0.21
11213,2023-12-03 08:11:02,1289,152,2,201.81,0.29
11214,2023-09-21 17:37:33,161,239,2,375.59,0.30
11215,2023-06-07 05:30:45,1056,117,4,233.47,0.24
11216,2023-04-01 01:15:03,777,449,1,421.63,0.03
11217,2023-04-06 08:59:44,526,398,1,281.71,0.22
11218,2023-08-19 05:17:40,1327,407,4,329.60,0.09
11219,2023-03-05 16:29:41,403,324,5,94.82,0.15
11220,2023-08-06 08:04:54,1212,226,4,216.60,
11221,2023-08-19 01:19:04,1129,367,1,231.39,0.06
11222,2023-05-05 04:48:06,1088,261,2,312.61,0.00
11223,2023-05-05 02:47:37,299,294,4,127.78,0.29
11224,2023-02-09 20:02:09,122,26,1,483.42,0.04
11225,2023-01-31 06:37:53,716,433,3,279.65,0.21
11226,2023-05-27 15:10:28,629,169,5,471.86,0.25
11227,2023-05-07 14:28:05,1266,399,4,443.42,0.23
11228,2023-09-29 00:20:00,139,136,5,160.63,0.09
11229,2023-08-11 08:35:31,1069,412,3,36.21,0.18
11230,2023-07-21 00:56:05,72,300,5,442.63,0.29
11231,2023-06-09 11:52:05,1027,380,2,429.89,0.03
11232,2023-10-05 19:31:25,1441,110,1,434.79,0.14
11233,2023-02-10 19:08:23,562,407,3,137.55,0.22
11234,2023-09-20 04:02:24,529,102,3,119.99,0.26
11235,2023-10-09 13:18:38,169,115,5,143.42,0.08
11236,2023-09-07 04:46:40,1871,283,3,227.38,0.13
11237,2023-07-05 23:10:48,766,30,4,295.88,
11238,2023-05-01 23:00:48,793,225,3,174.59,0.18
11239,2023-07-12 06:32:14,333,474,3,247.51,0.17
11240,2023-09-14 05:54:57,1024,166,3,408.03,0.27
11241,2023-07-05 08:16:15,1932,29,4,387.61,
11242,2023-03-26 21:47:19,1248,276,5,318.02,0.10
11243,2023-09-13 01:21:40,13,269,4,421.56,
11244,2023-06-24 19:17:24,189,301,3,345.82,0.29
11245,2023-04-16 13:10:02,1432,159,4,170.83,0.13
11246,2023-05-15 22:18:44,393,260,4,33.53,0.15
11247,2023-04-16 23:00:45,1245,413,5,50.44,0.26
11248,2023-02-17 03:46:48,1048,475,1,395.20,0.07
11249,2023-09-20 23:21:27,1380,71,1,75.42,0.10
11250,2023-05-20 09:00:39,1352,16,3,130.22,0.16
11251,2023-02-15 16:23:24,366,439,4,231.32,0.14
11252,2023-03-13 17:15:23,1344,242,4,127.67,
11253,2023-03-27 20:25:30,370,274,2,413.21,0.17
11254,2023-12-27 04:54:13,1432,307,5,8.90,0.16
11255,2023-11-07 07:14:44,711,402,5,278.01,0.28
11256,2023-07-12 03:49:23,1637,38,5,219.24,0.15
11257,2023-07-24 19:14:40,1476,473,4,439.07,0.23
11258,2023-03-02 03:07:19,1492,336,5,396.72,0.18
11259,2023-10-21 09:10:13,531,410,5,307.19,0.04
11260,2023-01-01 06:30:50,164,8,4,406.23,0.27
11261,2023-01-26 04:03:12,1209,465,3,366.57,0.04
11262,2023-10-29 03:38:27,169,440,2,108.94,0.25
11263,2023-05-29 14:54:55,992,32,4,192.92,0.09
11264,2023-11-06 19:28:16,1816,225,4,403.33,0.25
11265,2023-09-11 07:09:20,75,84,1,490.99,0.22
11266,2023-01-14 05:47:12,147,243,1,23.56,0.03
11267,2023-06-06 07:38:03,590,263,4,311.06,0.16
11268,2023-03-07 10:46:09,1546,107,1,173.88,0.17
11269,2023-09-24 03:15:23,1418,95,2,388.76,0.08
11270,2023-05-20 16:00:02,1414,66,1,339.70,0.13
11271,2023-04-14 19:50:48,679,255,2,411.66,0.29
11272,2023-08-20 21:34:20,1586,495,1,13.40,0.05
11273,2023-03-09 00:19:26,1965,444,5,288.28,0.22
11274,2023-07-06 02:17:12,1289,293,4,312.69,0.11
11275,2023-03-28 13:00:06,1615,465,2,211.25,0.22
11276,2023-02-20 03:26:23,1355,387,5,114.83,0.07
11277,2023-06-11 08:47:41,900,450,3,179.11,0.02
11278,2023-05-08 13:49:06,732,494,5,493.55,0.08
11279,2023-04-09 04:09:55,406,296,1,189.82,0.28
11280,2023-03-14 02:07:00,1422,336,4,266.09,0.11
11281,2023-01-04 15:43:02,566,383,2,190.74,0.27
11282,2023-11-22 09:10:08,187,277,3,472.45,0.22
11283,2023-02-01 15:24:34,893,489,3,48.35,0.04
